gene	orf	no. of probes	measurments	F-statistic	-log(p-value)	difference	YPD	YPG	YPD0.1DNP	YPD0.25DNP	YPG0.25DNP	YPG0.1DNP
ssn8	YNL025C	4	52	1.38492	0.60305	0.01847	1.01100	1.01088	0.99631	1.01333	1.01478	0.99797
YNL026W	YNL026W	4	52	2.17714	1.12585	0.04034	1.02264	1.00810	1.00992	1.00718	0.98230	1.01312
CRZ1	YNL027W	4	52	0.71145	0.20885	0.02110	1.01908	1.02164	1.00660	1.00879	1.00921	1.00054
YNL028W	YNL028W	2	26	2.98705	1.40891	0.04397	1.02592	1.02260	1.02069	1.03510	1.01935	0.99113
KTR5	YNL029C	4	52	1.58474	0.73203	0.03579	1.01270	0.99384	1.00492	0.98508	0.97691	1.00344
HHF2	YNL030W	4	52	2.41648	1.28677	0.03141	1.01326	1.01242	1.00546	0.99385	0.98472	0.98185
HHT2	YNL031C	2	26	49.68753	9.18164	0.21539	1.05823	0.89804	1.01709	0.98258	0.84284	0.87136
SIW14	YNL032W	2	26	4.74967	2.21544	0.03794	1.00316	1.01471	1.00081	0.98802	0.97676	0.99258
YNL034W	YNL034W	4	52	2.63623	1.43442	0.02577	1.01551	1.02200	1.00113	1.01807	1.01692	0.99624
YNL035C	YNL035C	4	52	4.03489	2.35355	0.03544	1.02823	1.01967	1.01247	0.99279	1.00119	0.99857
IDH1	YNL037C	4	52	1.98165	0.99479	0.03929	1.00083	1.01430	0.97501	0.99170	1.00576	0.99777
YNL038W	YNL038W	4	52	8.44430	4.86911	0.05611	1.03588	1.02101	1.01179	0.99654	1.00778	0.97978
TFC5	YNL039W	2	26	3.54307	1.67872	0.03811	1.04101	1.02831	1.01005	1.02958	1.02599	1.00289
YNL040W	YNL040W	2	26	3.66778	1.73723	0.04753	1.03568	1.01134	1.00449	1.05202	1.02421	1.02319
YNL041C	YNL041C	4	52	2.57822	1.39548	0.03233	1.02666	1.02079	1.00651	1.02177	1.01924	0.99433
BOP3	YNL042W	0	0									
YNL043C	YNL043C	4	52	3.06913	1.72361	0.03600	1.01510	1.00492	1.00049	1.03649	1.01341	1.02403
YIP3	YNL044W	4	52	1.61397	0.75113	0.02167	1.02163	1.01055	1.01525	1.01238	1.00290	0.99996
YNL045W	YNL045W	4	52	1.99415	1.00315	0.02791	1.02294	1.02129	1.01316	1.02328	1.02161	0.99537
YNL046W	YNL046W	4	52	2.89621	1.60845	0.03242	1.00511	0.99965	0.99542	1.02783	1.00237	1.02712
YNL047C	YNL047C	4	52	4.16768	2.43811	0.04223	1.04324	1.03732	1.04097	1.01815	1.01034	1.00101
SFB2	YNL049C	4	52	7.97535	4.62874	0.04856	1.02695	1.01796	1.00875	1.00295	0.98690	0.97839
YNL050C	YNL050C	3	39	2.69620	1.40111	0.05214	1.01595	1.00284	0.98951	1.04165	1.00893	1.03815
YNL051W	YNL051W	2	26	2.11821	0.95845	0.03708	1.04012	1.01364	1.03103	1.04229	1.00521	1.02695
COX5A	YNL052W	4	52	15.61711	7.94834	0.05663	1.01638	0.97613	1.01867	1.00464	0.96204	0.98014
MSG5	YNL053W	4	52	0.59913	0.15443	0.02646	1.03292	1.02523	1.01928	1.02004	1.01398	1.00646
VAC7	YNL054W	4	52	1.78054	0.86087	0.02413	1.00210	0.98883	1.00515	1.00976	0.99781	0.98563
POR1	YNL055C	2	26	1.21047	0.46340	0.04773	1.05613	1.06069	1.04320	1.06103	1.04645	1.01330
YNL056W	YNL056W	4	52	1.06953	0.40795	0.01441	1.02117	1.00771	1.01679	1.00677	1.01553	1.01174
YNL057W	YNL057W	4	52	6.62935	3.90488	0.04136	1.00086	0.97792	1.01351	0.97749	0.97215	0.99063
YNL058C	YNL058C	4	52	1.85917	0.91308	0.01835	1.00409	0.99995	1.00741	1.00026	1.00878	0.99043
ARP5	YNL059C	2	26	0.86194	0.27970	0.01980	0.99635	1.00184	1.01615	0.99692	1.00369	1.00878
NOP2	YNL061W	4	52	14.17420	7.40446	0.08715	0.95954	1.00531	0.97271	0.96505	1.00812	1.04669
GCD10	YNL062C	4	52	8.86032	5.07753	0.06149	0.98892	0.99601	0.97676	0.96769	1.00562	1.02918
YNL063W	YNL063W	4	52	3.59458	2.06944	0.03605	0.99712	0.99538	0.99059	1.02531	1.01740	1.02664
ydj1	YNL064C	3	39	1.88050	0.89467	0.03102	1.01031	1.00358	1.00813	1.03460	1.01082	1.01870
BZR1	YNL065W	4	52	4.06105	2.37026	0.02196	1.00934	1.00619	1.00655	1.01814	1.02814	1.00877
SUN4	YNL066W	2	26	1.53091	0.63855	0.02000	1.01132	0.99580	1.01580	1.00384	1.00221	1.01060
RPL9B	YNL067W	0	0									
FKH2	YNL068C	2	26	8.27807	3.48113	0.04004	1.01183	1.00874	0.99445	1.03405	1.02974	1.03449
RPL16B	YNL069C	4	52	18.04318	8.79673	0.11719	0.86838	0.96326	0.87495	0.84607	0.92513	0.93800
TOM7	YNL070W	4	52	1.01013	0.37287	0.01345	1.01114	1.00888	1.01399	1.01161	1.00889	1.00054
LAT1	YNL071W	4	52	18.33615	8.89412	0.06960	1.00184	0.99983	0.98087	1.04051	1.02820	1.05047
RNH35	YNL072W	4	52	0.93357	0.32869	0.02014	1.00932	1.00471	1.01361	1.01423	1.01139	1.02485
MSK1	YNL073W	4	52	6.19675	3.66092	0.05735	0.99150	1.00595	0.98079	1.03814	1.02890	1.03800
MLF3	YNL074C	3	39	3.22243	1.71965	0.03327	1.00463	1.01620	1.00315	1.03085	1.03641	1.03024
IMP4	YNL075W	4	52	6.79225	3.99528	0.05374	0.99168	0.99818	0.98422	1.00608	1.00852	1.03797
MKS1	YNL076W	4	52	4.76355	2.81081	0.01757	0.99901	1.00446	0.99716	1.01473	1.01394	1.00891
YNL077W	YNL077W	4	52	4.31057	2.52850	0.03441	1.00221	0.98724	0.98921	1.00727	0.99356	1.02165
YNL078W	YNL078W	4	52	2.94204	1.63903	0.02257	1.00166	1.00708	1.01782	1.00213	0.99525	1.01205
TPM1	YNL079C	4	52	2.59751	1.40843	0.02964	1.00454	1.00518	0.98872	1.01836	1.01550	1.00853
YNL080C	YNL080C	4	52	7.57194	4.41720	0.06636	0.99012	0.99922	0.97427	1.03608	1.02564	1.04064
YNL081C	YNL081C	2	26	4.62791	2.16413	0.01978	1.00002	0.99648	0.99626	1.01604	1.00976	0.99743
pms1	YNL082W	4	52	1.22764	0.50414	0.01425	1.01354	1.00950	1.00380	1.01214	1.00593	1.01805
YNL083W	YNL083W	0	0									
END3	YNL084C	4	52	5.63090	3.33307	0.03569	1.00672	0.99447	1.01352	0.99974	0.97783	1.00419
mkt1	YNL085W	4	52	1.69726	0.80583	0.02316	1.00681	1.02190	1.01420	1.00101	1.01483	1.02417
YNL086W	YNL086W	4	52	0.75034	0.22877	0.02253	1.03319	1.03818	1.01911	1.02325	1.02102	1.01564
YNL087W	YNL087W	4	52	5.24950	3.10638	0.02012	1.00710	1.00778	0.99787	1.01799	1.01703	1.01621
top2	YNL088W	2	26	0.34575	0.05637	0.00975	1.00237	0.99939	0.99376	0.99949	0.99470	0.99262
YNL089C	YNL089C	7	91	1.23284	0.52023	0.02520	1.01354	1.01125	0.99829	1.02348	1.01312	1.01059
RHO2	YNL090W	4	52	1.83787	0.89891	0.02184	1.00727	1.00734	1.01266	1.01273	1.01362	1.02910
YNL091W	YNL091W	2	26	1.32781	0.52724	0.02666	0.99769	1.00319	0.99346	1.00957	1.01251	1.02013
YNL092W	YNL092W	4	52	2.14985	1.10752	0.03778	0.99813	0.98745	0.99900	1.00960	0.98965	1.02523
YPT53	YNL093W	4	52	1.45251	0.64633	0.02193	1.00679	1.00337	1.02188	0.99995	1.00858	1.01233
YNL094W	YNL094W	2	26	0.53055	0.12473	0.01405	0.98805	0.98276	0.98414	0.98589	0.97786	0.97400
YNL095C	YNL095C	4	52	1.67713	0.79258	0.01061	1.00642	1.01605	1.00752	1.01682	1.01421	1.01702
RPS7B	YNL096C	4	51	23.52384	10.34704	0.09807	0.97998	1.03196	0.96281	0.93389	0.97493	0.99440
PHO23	YNL097C	4	52	4.10077	2.39557	0.03873	1.02464	1.00295	1.03361	1.01604	0.99488	1.00405
ras2	YNL098C	4	52	1.56903	0.72178	0.02176	0.99190	0.97408	0.99041	0.99259	0.97083	0.97829
YNL099C	YNL099C	4	52	3.52567	2.02448	0.02082	1.00632	1.02400	1.01157	1.00318	1.01588	1.00368
YNL100W	YNL100W	2	26	16.32018	5.41037	0.07340	0.97623	1.02167	1.00251	0.94905	1.02244	1.01964
YNL101W	YNL101W	3	39	0.85621	0.28270	0.01915	0.98852	0.99095	0.99213	0.99512	0.98757	1.00672
pol1	YNL102W	2	26	5.46403	2.50469	0.03764	1.01762	1.00741	0.99617	0.98232	0.99254	0.97998
met4	YNL103W	4	52	0.96373	0.34595	0.01448	1.00499	1.01227	0.99793	0.99779	1.00023	1.00020
LEU4	YNL104C	4	52	9.50660	5.39273	0.02314	0.99713	1.00631	0.99786	1.01638	1.02027	1.00126
YNL105W	YNL105W	4	52	8.78490	5.04008	0.03133	0.99454	1.01176	1.00429	1.00891	1.02587	0.99781
INP52	YNL106C	2	26	5.38718	2.47450	0.03300	1.00874	1.00841	1.00683	1.00919	1.02518	0.99218
YAF9	YNL107W	2	26	7.10664	3.10251	0.04487	0.97865	1.00412	0.99208	1.00806	1.02352	0.99026
YNL108C	YNL108C	3	39	0.83212	0.26987	0.02402	0.99362	0.99290	1.00046	1.00087	0.99894	1.01692
YNL109W	YNL109W	3	39	7.06530	3.74344	0.04454	1.00625	1.02793	1.00407	0.98339	1.00700	0.98591
YNL110C	YNL110C	4	52	10.10347	5.67497	0.07945	0.95795	0.99171	0.95252	0.97558	0.99044	1.03197
CYB5	YNL111C	4	52	5.07522	3.00125	0.03995	1.00386	1.00185	1.00818	0.98234	0.97197	1.01193
DBP2	YNL112W	0	0									
rpc19	YNL113W	2	26	4.69158	2.19104	0.02172	0.97880	1.00052	0.98597	0.98097	0.99988	0.98163
YNL114C	YNL114C	3	39	2.13380	1.05276	0.03552	0.99598	0.97645	0.96844	0.96047	0.97291	0.97347
YNL115C	YNL115C	4	52	10.87295	6.02701	0.03119	0.99003	1.00247	0.99528	1.01525	1.02122	1.00460
YNL116W	YNL116W	4	52	0.51631	0.11781	0.01149	1.00558	1.00712	1.01023	0.99875	1.00436	1.00246
MLS1	YNL117W	2	26	44.43980	8.78104	0.13631	1.01871	0.93476	1.01537	1.02398	0.88768	0.96604
DCP2	YNL118C	4	52	0.42638	0.08215	0.01231	0.98836	0.97879	0.97857	0.98184	0.97604	0.98820
YNL119W	YNL119W	4	50	0.39550	0.07111	0.01370	1.00254	1.00962	1.01168	1.01003	1.01206	1.01624
YNL120C	YNL120C	4	52	1.12752	0.44278	0.01109	1.01047	1.00840	1.00933	1.00093	1.00603	0.99938
TOM70	YNL121C	4	52	1.72648	0.82511	0.01657	1.00687	1.00016	1.01046	1.00307	0.99389	0.99626
YNL122C	YNL122C	4	52	7.98439	4.63343	0.03530	0.98942	0.99163	1.00622	0.97696	0.97696	0.97092
YNL123W	YNL123W	4	52	4.93775	2.91763	0.02426	1.01004	0.99584	1.01126	0.99475	0.99043	0.98700
YNL124W	YNL124W	4	52	2.50149	1.34392	0.01727	0.99199	0.99456	0.99125	1.00852	1.00276	0.99622
ESBP6	YNL125C	4	52	3.65205	2.10684	0.02681	0.99788	1.02136	1.00625	0.99455	1.00852	0.99804
SPC98	YNL126W	4	52	7.21551	4.22649	0.03592	0.97336	1.00682	0.97454	0.97090	0.98823	0.97503
YNL127W	YNL127W	4	52	1.55592	0.71324	0.01895	0.98450	0.99372	1.00345	0.98644	1.00049	1.00120
TEP1	YNL128W	4	52	8.05693	4.67098	0.03572	0.99204	0.99295	1.00481	0.96909	0.97467	0.98602
YNL129W	YNL129W	4	52	1.72029	0.82102	0.02060	1.01819	1.00731	1.01420	0.99863	1.00943	0.99760
CPT1	YNL130C	4	52	5.90643	3.49397	0.02300	1.01619	1.00710	1.00488	0.99319	1.01502	0.99725
TOM22	YNL131W	3	39	2.86710	1.50550	0.03218	0.99102	0.98503	1.00020	0.99000	0.96802	0.97083
YNL132W	YNL132W	4	52	0.80406	0.25710	0.01034	0.99169	0.99400	0.99485	0.98483	0.99232	0.98451
YNL133C	YNL133C	2	26	8.12028	3.43215	0.04156	1.00706	0.99391	1.02053	0.97897	0.99086	0.99375
YNL134C	YNL134C	4	52	2.26890	1.18752	0.02280	0.99910	0.98726	1.00395	0.99329	0.98114	0.99672
fpr1	YNL135C	4	40	0.20215	0.01816	0.04291	0.93121	0.91696	0.91354	0.88957	0.89465	0.88830
YNL136W	YNL136W	4	52	2.89674	1.60881	0.03330	0.99446	0.97350	1.00365	1.00615	0.97285	0.98902
nam9	YNL137C	3	39	53.63547	13.33232	0.12148	1.00533	0.92430	0.99377	0.97312	0.88386	0.89613
srv2	YNL138W	4	52	2.79861	1.54323	0.02209	1.02237	1.01295	1.01685	1.00930	1.01425	1.00028
RLR1	YNL139C	4	51	2.88706	1.59682	0.03569	0.98968	0.98718	1.00834	0.97265	0.98716	0.98827
YNL140C	YNL140C	4	52	2.17676	1.12560	0.02971	1.01679	0.99280	1.02251	1.00281	0.99789	0.99779
AAH1	YNL141W	2	26	0.88977	0.29385	0.01868	0.98719	0.98370	0.99678	0.98518	0.98590	0.97810
MEP2	YNL142W	4	52	1.87232	0.92183	0.03570	1.01217	1.00415	1.00922	1.00849	1.00815	1.03985
YNL143C	YNL143C	0	0									
YNL144C	YNL144C	2	26	6.62840	2.93722	0.03166	0.98907	1.00154	0.98435	1.01602	1.01269	0.99034
mfa2	YNL145W	4	52	3.53905	2.03322	0.02295	0.99219	1.00052	0.99504	1.01514	1.01008	1.01350
YNL146W	YNL146W	2	26	2.68081	1.25401	0.03212	1.00739	0.99718	1.01369	1.00001	0.98157	0.99591
LSM7	YNL147W	4	52	8.42256	4.85809	0.04735	1.01707	1.00350	1.02898	0.98163	0.98971	1.00703
ALF1	YNL148C	4	52	6.17238	3.64700	0.03689	1.02141	0.99284	1.01106	0.98581	0.98451	1.00539
YNL149C	YNL149C	2	26	13.13797	4.75453	0.04787	0.98989	1.00116	1.00458	0.96390	0.96550	1.01177
YNL150W	YNL150W	4	52	14.50130	7.53056	0.05319	0.97897	1.01638	0.99496	0.97818	1.01108	1.03137
rpc31	YNL151C	4	52	1.17023	0.46878	0.01644	0.99785	0.98972	1.00616	0.99593	1.00350	0.99673
YNL152W	YNL152W	4	52	6.97448	4.09547	0.05540	0.98287	0.98008	0.98814	0.98996	0.96879	1.02419
GIM3	YNL153C	2	26	10.98474	4.23976	0.06300	0.99047	0.99007	1.01090	0.96217	0.95134	1.01434
yck2	YNL154C	4	52	5.76589	3.41220	0.02234	1.00100	1.00169	1.00537	0.98348	0.98854	0.98303
YNL155W	YNL155W	1	13	1.94023	0.65455	0.06967	0.96513	0.99397	0.97162	1.02293	1.00321	1.03480
YNL156C	YNL156C	4	52	3.27792	1.86182	0.02261	0.99227	0.98119	0.99706	0.97446	0.98256	0.98174
YNL157W	YNL157W	2	26	1.01415	0.35840	0.01040	0.99486	0.99766	0.99365	0.99441	0.98726	0.99531
YNL158W	YNL158W	4	52	3.52460	2.02378	0.02287	0.98906	0.98834	1.00265	0.97979	0.98197	0.99264
YNL159C	YNL159C	4	52	9.93971	5.59836	0.04406	0.98875	0.97761	0.99901	0.95801	0.95494	0.97512
YGP1	YNL160W	4	52	3.66933	2.11806	0.02995	0.97040	0.96728	0.99039	0.97169	0.96107	0.99103
CBK1	YNL161W	4	52	34.72949	13.15708	0.06266	0.99375	0.95346	1.00062	0.96449	0.94167	0.93796
RPL42A	YNL162W	0	0									
YNL163C	YNL163C	4	52	15.69224	7.97581	0.05913	0.99367	0.99237	1.02235	0.96708	0.96322	0.99640
YNL164C	YNL164C	4	52	9.24088	5.26438	0.05177	0.99261	0.97496	0.99948	0.98564	0.95399	1.00576
YNL165W	YNL165W	4	52	6.42501	3.79035	0.03428	0.98665	0.96736	0.99629	1.00164	0.97453	0.99272
BNI5	YNL166C	0	0									
sko1	YNL167C	4	52	16.00673	8.08992	0.04860	0.99006	0.96144	1.00799	0.96145	0.95939	0.96202
YNL168C	YNL168C	4	52	9.25213	5.26984	0.04322	1.00390	0.97019	0.99052	0.96791	0.96068	0.98259
PSD1	YNL169C	2	23	1.35273	0.52838	0.06149	0.86049	0.88552	0.86981	0.88666	0.82517	0.86834
YNL170W	YNL170W	2	26	8.96832	3.68866	0.03075	0.99898	0.98889	1.00589	0.97836	0.98110	0.97515
YNL171C	YNL171C	2	26	15.78920	5.30824	0.06133	0.98075	0.96262	1.00022	0.93889	0.94806	0.99520
APC1	YNL172W	2	26	1.00550	0.35386	0.01777	0.97844	0.98092	0.99555	0.97778	0.98218	0.98233
MDG1	YNL173C	4	52	1.70861	0.81331	0.02059	0.99486	0.99275	1.00149	0.98254	0.98523	1.00313
NOP13	YNL175C	4	52	5.55402	3.28775	0.04037	0.99218	0.98161	1.00600	0.96562	0.96759	0.97942
YNL176C	YNL176C	3	39	1.66823	0.76258	0.03670	1.00677	0.99163	1.01518	1.01822	0.98153	1.01396
YNL177C	YNL177C	2	26	35.81604	8.01807	0.12568	0.96480	0.91271	1.01364	0.95469	0.88796	0.91375
RPS3	YNL178W	4	52	25.17170	10.91604	0.08162	0.92637	0.97873	0.94445	0.90746	0.93231	0.98908
YNL179C	YNL179C	4	52	2.08252	1.06234	0.02626	0.97582	0.98299	0.98780	0.97988	0.96672	0.99298
RHO5	YNL180C	4	52	2.21962	1.15439	0.04645	0.99446	0.99528	0.98507	0.98081	0.97405	1.02050
YNL181W	YNL181W	4	52	5.61042	3.32102	0.04031	0.97595	0.95967	0.97757	0.95756	0.94726	0.98757
YNL182C	YNL182C	4	52	1.67427	0.79070	0.01969	0.98290	0.98525	0.98978	0.98253	0.98088	0.97009
NPR1	YNL183C	4	52	1.84517	0.90377	0.02259	0.98638	0.99928	0.99242	0.97668	0.98609	0.98825
YNL184C	YNL184C	4	52	38.16739	13.84565	0.18530	0.96878	0.86127	0.94828	0.93454	0.78348	0.83890
MRPL19	YNL185C	4	52	31.55123	12.47089	0.19592	0.92832	0.81287	0.92192	0.90538	0.73240	0.75329
YNL187W	YNL187W	1	13	7.37782	1.81758	0.10399	0.95819	1.01859	1.01040	0.93218	0.98170	1.03617
kar1	YNL188W	4	52	6.99050	4.10423	0.06448	0.99482	0.97201	0.96530	0.95394	0.93034	0.98615
srp1	YNL189W	4	52	4.34859	2.55244	0.03413	0.98688	0.99390	0.99262	0.95977	0.98562	0.97811
YNL190W	YNL190W	4	52	2.39877	1.27486	0.02759	0.97968	0.97918	0.98621	0.96961	0.95862	0.96750
YNL191W	YNL191W	4	52	2.79487	1.54073	0.02374	0.99987	0.98303	0.99592	0.98241	0.97612	0.98271
CHS1	YNL192W	2	26	0.92642	0.31266	0.01962	0.97743	0.97649	0.99008	0.98827	0.98560	0.97046
YNL193W	YNL193W	2	26	0.34729	0.05686	0.01456	0.96844	0.98189	0.98027	0.97200	0.98300	0.97841
YNL194C	YNL194C	4	52	9.61802	5.44605	0.03441	0.99787	0.99563	1.00869	0.98204	0.97428	0.99145
YNL195C	YNL195C	4	52	1.31701	0.56001	0.02148	0.98160	0.97674	0.98351	0.96756	0.96203	0.97837
SLZ1	YNL196C	2	26	1.82429	0.79929	0.02636	0.95991	0.97667	0.98626	0.96445	0.97172	0.97687
WHI3	YNL197C	4	52	9.61251	5.44342	0.06370	0.97090	0.92699	0.97949	0.96599	0.91579	0.96416
YNL198C	YNL198C	2	26	0.52641	0.12301	0.01645	0.97959	0.98017	0.97382	0.98225	0.98290	0.96645
GCR2	YNL199C	4	52	2.09692	1.07200	0.02346	0.98456	0.96797	0.98793	0.97675	0.96447	0.97428
YNL200C	YNL200C	4	52	3.26214	1.85140	0.03512	0.99928	0.98682	1.00625	0.98570	0.97113	0.98082
YNL201C	YNL201C	4	51	10.12758	5.64011	0.04636	1.00389	0.96989	1.00662	0.97426	0.96026	0.97305
SPS19	YNL202W	4	52	16.36062	8.21667	0.06830	0.92465	0.96039	0.95488	0.91444	0.89209	0.93324
YNL203C	YNL203C	2	26	20.62083	6.15236	0.04341	1.00851	0.98867	1.01287	0.96946	0.97119	0.99882
SPS18	YNL204C	4	52	5.29591	3.13422	0.04578	1.00927	0.99390	1.03097	1.00148	0.98519	1.02955
YNL205C	YNL205C	4	52	4.53874	2.67152	0.05431	1.00361	0.96469	1.01035	0.99200	0.96908	1.01899
RTT106	YNL206C	4	52	7.54315	4.40193	0.04454	0.99426	0.97675	0.99559	0.98385	0.95106	0.99447
YNL207W	YNL207W	4	52	2.54046	1.37011	0.02674	0.99687	0.97833	0.99238	0.97165	0.97013	0.99541
YNL208W	YNL208W	0	0									
mer1	YNL210W	4	52	1.62572	0.75882	0.02273	1.00825	0.99114	0.99770	0.99296	0.98551	0.99002
YNL211C	YNL211C	4	52	1.60206	0.74334	0.03490	0.99577	0.98512	1.00969	0.99131	0.97479	0.99433
VID27	YNL212W	3	39	3.56685	1.92308	0.04341	0.93290	0.94035	0.93754	0.89994	0.93277	0.94335
YNL213C	YNL213C	4	52	5.17413	3.06104	0.03192	1.01669	1.00307	1.01994	1.00376	0.98802	0.98961
PEX17	YNL214W	4	52	5.27304	3.12051	0.04242	0.97866	0.97596	0.99730	0.97485	0.97640	1.01727
YNL215W	YNL215W	2	26	2.35488	1.08442	0.02389	1.01814	0.99518	1.01907	1.01809	1.01565	1.00760
rap1	YNL216W	4	52	0.89109	0.30474	0.02110	0.96503	0.98613	0.97926	0.96531	0.97751	0.97350
YNL217W	YNL217W	4	52	6.43055	3.79347	0.02525	1.00008	0.98676	0.99887	0.99301	0.99223	0.97484
YNL218W	YNL218W	2	26	9.77853	3.91931	0.04761	0.98162	0.97318	0.98417	0.95983	0.95754	1.00515
ALG9	YNL219C	4	52	9.14732	5.21877	0.05381	1.01490	0.97889	1.01883	0.96502	0.97249	0.98258
ade12	YNL220W	4	52	5.12134	3.02917	0.03033	1.02220	1.02547	1.01728	0.99558	1.01267	0.99514
POP1	YNL221C	4	52	4.63730	2.73278	0.03125	1.00273	0.98745	1.00392	0.98688	0.97267	0.99533
SSU72	YNL222W	4	52	4.12703	2.41229	0.03745	0.98850	0.97472	1.00423	0.97747	0.96678	0.99455
AUT2	YNL223W	3	34	2.25541	1.09691	0.06385	0.85435	0.84669	0.87264	0.88172	0.84032	0.90417
YNL224C	YNL224C	2	26	1.76674	0.76786	0.01828	0.98102	0.97720	0.99288	0.97489	0.97952	0.99317
CNM67	YNL225C	4	52	8.51480	4.90474	0.05151	0.99821	0.99474	1.01672	0.98334	0.97425	1.02575
YNL226W	YNL226W	4	52	1.39768	0.61119	0.01507	1.00272	0.99433	1.00525	0.99018	0.99415	0.99710
YNL227C	YNL227C	4	52	5.74766	3.40155	0.03357	1.00989	0.99341	1.01044	0.98484	0.98060	0.97687
YNL228W	YNL228W	4	52	3.91832	2.27888	0.03843	0.99359	0.97572	1.01415	0.98046	0.97752	0.98947
ure2	YNL229C	2	26	3.24680	1.53679	0.02986	1.00490	0.99417	1.00466	1.02403	1.01955	1.01416
ELA1	YNL230C	2	26	7.94955	3.37847	0.08005	0.98718	0.97460	1.02274	0.95398	0.94269	1.01959
PDR16	YNL231C	2	26	7.22817	3.14348	0.04265	0.98962	0.98367	0.99534	0.95805	0.96299	1.00070
CSL4	YNL232W	2	26	3.68582	1.74563	0.02836	0.98172	0.99930	0.98201	0.99188	1.00541	1.01008
BNI4	YNL233W	4	52	8.50106	4.89780	0.05761	0.98366	1.00255	0.98698	1.00819	1.02062	1.04127
YNL234W	YNL234W	0	0									
YNL235C	YNL235C	2	26	2.38372	1.09961	0.03312	1.02450	0.99204	1.01821	1.02516	1.00552	1.01249
sin4	YNL236W	2	26	4.25631	2.00371	0.03832	1.00620	0.97576	1.00194	1.01408	0.99518	0.99326
YTP1	YNL237W	4	52	1.68108	0.79518	0.02195	0.99715	0.99668	1.00972	0.99500	0.98777	0.99839
kex2	YNL238W	4	52	2.92834	1.62989	0.04205	1.00013	0.98679	0.99336	1.02474	0.99104	1.02884
lap3	YNL239W	3	39	1.42181	0.61092	0.01840	1.00298	1.00153	1.00264	1.01993	1.00255	1.01833
NAR1	YNL240C	2	26	1.14584	0.42853	0.02041	1.01220	1.01773	1.02553	1.02814	1.00773	1.01261
zwf1	YNL241C	4	52	0.70990	0.20806	0.01063	0.99466	0.99304	0.99862	1.00145	0.99082	1.00117
SPO72	YNL242W	4	52	0.31079	0.04397	0.01119	0.99948	0.99787	1.00003	0.99914	0.99936	1.00907
SLA2	YNL243W	4	52	1.77642	0.85813	0.01703	1.00645	1.00062	1.01079	0.99506	0.99376	1.00250
sui1	YNL244C	2	26	4.02408	1.90042	0.05834	0.99514	0.98140	1.02141	1.00944	0.98956	1.03974
YNL245C	YNL245C	3	39	2.63233	1.36189	0.03866	0.96622	0.97733	0.98384	0.97017	0.97612	1.00488
YNL246W	YNL246W	2	26	2.00643	0.89823	0.03354	0.97593	0.98193	1.00336	0.96982	0.97214	0.99771
YNL247W	YNL247W	2	26	0.92805	0.31350	0.01507	0.97177	0.98617	0.98684	0.97850	0.97982	0.97286
RPA49	YNL248C	4	52	5.94872	3.51845	0.04083	0.96665	0.97168	0.98416	0.96252	0.97178	1.00335
MPA43	YNL249C	4	52	2.92151	1.62534	0.03889	0.99003	1.00077	1.00252	0.99477	0.99774	1.02891
rad50	YNL250W	4	52	2.71889	1.48985	0.03406	0.99586	0.98815	0.99531	0.96906	0.97867	1.00312
NRD1	YNL251C	4	52	2.68401	1.46647	0.02605	0.98635	0.96990	0.99283	0.96863	0.96678	0.99112
MRPL17	YNL252C	2	26	20.09830	6.06934	0.16565	0.98677	0.88251	1.01375	0.99271	0.84810	0.94729
YNL253W	YNL253W	4	52	0.82450	0.26810	0.01176	0.98089	0.98364	0.99140	0.97964	0.98586	0.98913
YNL254C	YNL254C	2	26	3.50867	1.66246	0.03021	0.97490	0.97635	0.99092	0.96071	0.96142	0.98423
GIS2	YNL255C	4	52	1.56765	0.72088	0.02255	0.98116	0.98063	0.99097	0.98389	0.98191	1.00318
fol1	YNL256W	4	52	0.09747	0.00346	0.00411	0.99268	0.99184	0.99157	0.99561	0.99568	0.99168
SIP3	YNL257C	4	50	2.80238	1.53516	0.02951	0.96976	0.96986	0.98830	0.98562	0.97520	0.99927
YNL258C	YNL258C	4	52	4.72217	2.78529	0.03419	0.98699	0.98174	1.00188	0.97861	0.97327	1.00746
ATX1	YNL259C	4	52	2.12063	1.08791	0.03086	0.97612	0.97807	0.98064	0.98161	0.97649	1.00699
YNL260C	YNL260C	4	52	3.52762	2.02575	0.03141	0.99951	0.98503	1.01644	1.00502	0.99241	1.00161
ORC5	YNL261W	4	52	1.66094	0.78193	0.01624	0.99272	0.98383	1.00007	0.98607	0.99241	0.99316
pol2	YNL262W	4	52	2.46882	1.32196	0.02091	0.99162	0.98463	1.00554	0.99774	1.00275	0.99174
YIF1	YNL263C	2	26	2.30538	1.05825	0.01809	0.99466	0.99857	1.01275	0.99710	1.00322	0.99613
PDR17	YNL264C	2	26	6.60822	2.93009	0.02731	1.01288	0.98653	1.01147	0.99104	0.98557	1.00105
IST1	YNL265C	4	52	2.21519	1.15141	0.02535	0.99119	0.98105	1.00640	0.98674	0.98950	1.00580
YNL266W	YNL266W	4	52	3.67222	2.11994	0.04980	0.99189	0.98022	1.00085	1.01234	0.99276	1.03001
PIK1	YNL267W	4	52	10.99826	6.08312	0.04645	1.00195	0.97967	1.01508	0.98258	0.96863	1.00794
LYP1	YNL268W	7	91	0.86757	0.29513	0.01362	1.00918	0.99965	1.01001	0.99768	0.99639	1.00900
